parent_smiles,molecule_chembl_id,pref_name,canonical_smiles_examples,n_records,IC50_nM_median,IC50_nM_min,IC50_nM_max,pIC50_median,pIC50_min,pIC50_max,pIC50_std,pchembl_median,assay_type,assay_chembl_id,document_chembl_id,mw_freebase,alogp,hba,hbd,psa,rtb,num_ro5_violations,pIC50_range
C#C[C@@H]1C[C@H](F)CN1C(=O)CC(C)(C)CC(=O)N[C@H]1C[C@@H]1c1cccc(Cl)c1,CHEMBL1082996,,C#C[C@@H]1C[C@H](F)CN1C(=O)CC(C)(C)CC(=O)N[C@H]1C[C@@H]1c1cccc(Cl)c1,3,210.0,15.0,847.0,6.6777807052660805,6.072116589669293,7.823908740944319,0.8896829244509974,6.68,B,CHEMBL1119677;CHEMBL1119686;CHEMBL1119687,CHEMBL1158599,404.91,3.69,2.0,1.0,49.41,6.0,0.0,1.7517921512750254
C=CCC1c2nnc(C(F)(F)F)n2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,CHEMBL537000,,C=CCC1c2nnc(C(F)(F)F)n2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F.Cl,2,16.75,1.5,32.0,8.159379381312206,7.494850021680094,8.823908740944319,0.9397864329868414,8.16,B,CHEMBL944056,CHEMBL1140747,447.38,3.13,5.0,1.0,77.04,6.0,0.0,1.329058719264225
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CHEMBL237500,LINAGLIPTIN,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,8,0.7,0.1,15.37,9.198970004336019,7.813326132500254,10.0,0.720012375473682,9.2,B,CHEMBL1954392;CHEMBL2389862;CHEMBL4379983;CHEMBL5217466;CHEMBL5366931;CHEMBL5734252;CHEMBL6082526;CHEMBL902716,CHEMBL1138349;CHEMBL1949653;CHEMBL2385017;CHEMBL4376848;CHEMBL5214975;CHEMBL5365448;CHEMBL5727221;CHEMBL6078720,472.55,1.15,10.0,1.0,116.86,4.0,0.0,2.1866738674997457
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc3cc(F)ccc3s1)c(=O)n2C,CHEMBL4113723,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc3cc(F)ccc3s1)c(=O)n2C,3,0.08,0.05,1.4,10.096910013008056,8.853871964321762,10.301029995663981,0.7832703796135333,10.1,B,CHEMBL3887953;CHEMBL5366914,CHEMBL3886515;CHEMBL5365448,481.56,1.64,10.0,1.0,103.97,4.0,0.0,1.4471580313422194
CC(=O)N(C)C1CCC([C@H](C(=O)N(C)C)[C@H](N)C(=O)N2CC[C@H](F)C2)CC1,CHEMBL428747,,CC(=O)N(C)C1CCC([C@H](C(=O)N(C)C)[C@H](N)C(=O)N2CC[C@H](F)C2)CC1.Cl,2,109.5,29.0,190.0,7.129424200574108,6.721246399047171,7.537602002101044,0.5772505827790272,7.13,B,CHEMBL887122;CHEMBL887126,CHEMBL1139199,384.5,0.63,4.0,1.0,86.95,5.0,0.0,0.8163556030538732
CC(=O)N(C)C1CCC([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)CC1,CHEMBL245545,,CC(=O)N(C)C1CCC([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)CC1.Cl,2,28.0,16.0,40.0,7.596910013008056,7.3979400086720375,7.795880017344075,0.28138607863743126,7.6,B,CHEMBL887122;CHEMBL887126,CHEMBL1139199,327.44,1.56,3.0,1.0,66.64,4.0,0.0,0.3979400086720375
CC(=O)Nc1ccc(OP(=O)(Oc2ccc(NC(C)=O)cc2)C2CCCN2C(=O)C2CCCN2)cc1,CHEMBL265344;CHEMBL439382,,CC(=O)Nc1ccc(OP(=O)(Oc2ccc(NC(C)=O)cc2)C2CCCN2C(=O)C2CCCN2)cc1;CC(=O)Nc1ccc(OP(=O)(Oc2ccc(NC(C)=O)cc2)C2CCCN2C(=O)C2CCCN2)cc1.Cl,2,3000.0,400.0,5600.0,5.824875990832918,5.251811972993799,6.3979400086720375,0.8104349061360995,5.825,B,CHEMBL666617;CHEMBL901594,CHEMBL1132608;CHEMBL1138263,514.52,3.95,7.0,3.0,126.07,8.0,1.0,1.1461280356782382
CC(=O)OCc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2,CHEMBL1160335,,CC(=O)OCc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2.O=C(O)C(F)(F)F,2,2500.0,1500.0,3500.0,5.6399203482970215,5.455931955649724,5.823908740944319,0.2601988802010339,5.640000000000001,B,CHEMBL664926;CHEMBL664927,CHEMBL1131574,530.58,-0.85,8.0,5.0,189.03,2.0,1.0,0.3679767852945943
CC(C)(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,CHEMBL63406,,CC(C)(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,2,830.0,60.0,1600.0,6.508864383480216,5.795880017344075,7.221848749616356,1.0083121603497145,6.51,B,CHEMBL5737203;CHEMBL665783,CHEMBL1129318;CHEMBL5728672,228.1,,,,,,,1.4259687322722812
CC(C)(C)[C@H](N)C(=O)N1CCC[C@H]1C#N,CHEMBL363250,,CC(C)(C)[C@H](N)C(=O)N1CCC[C@H]1C#N,2,653.5,7.0,1300.0,7.020479303839453,5.886056647693163,8.154901959985743,1.6043159057853935,7.02,B,CHEMBL5737203;CHEMBL827834,CHEMBL1138669;CHEMBL5728672,209.29,0.87,3.0,1.0,70.12,1.0,0.0,2.26884531229258
CC(C)(CC(=O)N1CCCC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,CHEMBL1082462,DBPR-108,CC(C)(CC(=O)N1CCCC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,3,10.0,5.0,15.0,8.0,7.823908740944319,8.301029995663981,0.24127159022926037,8.0,B,CHEMBL1119677;CHEMBL1119686;CHEMBL1119687,CHEMBL1158599,324.4,0.83,4.0,1.0,76.44,5.0,0.0,0.4771212547196626
CC(C)(CC(=O)N1CCCCC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,CHEMBL1085074,,CC(C)(CC(=O)N1CCCCC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,2,20.5,14.0,27.0,7.711254100081387,7.568636235841012,7.853871964321762,0.2016921178454229,7.71,B,CHEMBL1119677;CHEMBL1119686,CHEMBL1158599,338.43,1.22,4.0,1.0,76.44,5.0,0.0,0.28523572848074963
CC(C)(CC(=O)N1CCN(S(C)(=O)=O)CC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,CHEMBL1085595,,CC(C)(CC(=O)N1CCN(S(C)(=O)=O)CC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,2,19.5,15.0,24.0,7.721848749616356,7.619788758288394,7.823908740944319,0.14433462391168503,7.720000000000001,B,CHEMBL1119677;CHEMBL1119686,CHEMBL1158599,417.51,-0.69,6.0,1.0,113.82,6.0,0.0,0.20411998265592501
CC(C)=CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,CHEMBL237488,,CC(C)=CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,3,1.1,1.0,6.0,8.958607314841775,8.221848749616356,9.0,0.437806255911458,8.96,B,CHEMBL2410616;CHEMBL2410618;CHEMBL902716,CHEMBL1138349;CHEMBL2406945,450.54,1.67,9.0,1.0,108.15,6.0,0.0,0.7781512503836439
CC(C)=CCn1c(N2CCC[C@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,CHEMBL237067,,CC(C)=CCn1c(N2CCC[C@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,2,4.0,3.0,5.0,8.41195437047216,8.301029995663981,8.522878745280337,0.15687075525148192,8.41,B,CHEMBL4432067;CHEMBL902716,CHEMBL1138349;CHEMBL4431324,450.54,1.67,9.0,1.0,108.15,6.0,0.0,0.22184874961635614
CC(C)=CCn1c(OCC(C)(C)CN)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,CHEMBL2408638,,CC(C)=CCn1c(OCC(C)(C)CN)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,2,96.5,73.0,120.0,7.02874794691596,6.920818753952375,7.136677139879544,0.15263492846508386,7.029999999999999,B,CHEMBL2410616;CHEMBL2410618,CHEMBL2406945,453.54,2.11,9.0,1.0,114.14,9.0,0.0,0.21585838592716922
CC(C)C[C@H](N)C(=O)N1CCC[C@H]1B(O)O,CHEMBL63698,,CC(C)C[C@H](N)C(=O)N1CCC[C@H]1B(O)O,2,822.0,44.0,1600.0,6.576213670428944,5.795880017344075,7.356547323513812,1.1035584353687629,6.58,B,CHEMBL5737203;CHEMBL665783,CHEMBL1129318;CHEMBL5728672,228.1,,,,,,,1.5606673061697371
CC(C)Cc1nc2ccc(OCC(N)=O)cc2c(-c2ccccc2)c1CN,CHEMBL1809262,,CC(C)Cc1nc2ccc(OCC(N)=O)cc2c(-c2ccccc2)c1CN,2,152.0,34.0,270.0,7.018578659399378,6.568636235841012,7.468521082957745,0.6363146776832611,7.02,B,CHEMBL1810495;CHEMBL4036397,CHEMBL1806361;CHEMBL4033726,363.46,3.42,4.0,2.0,91.23,7.0,0.0,0.8998848471167324
CC(C)Cn1c(CN)c(-c2ccccc2)c2cc(OCC(N)=O)ccc2c1=O,CHEMBL1808475,,CC(C)Cn1c(CN)c(-c2ccccc2)c2cc(OCC(N)=O)ccc2c1=O.Cl,2,143.5,47.0,240.0,6.973845450176338,6.619788758288394,7.327902142064282,0.5007117755168828,6.975,B,CHEMBL1810495;CHEMBL1816172,CHEMBL1806361;CHEMBL1811887,379.46,2.65,5.0,2.0,100.34,7.0,0.0,0.7081133837758884
CC(C)[C@@H](N)C(=O)N1CCC[C@H]1B(O)O,CHEMBL305170,,CC(C)[C@@H](N)C(=O)N1CCC[C@H]1B(O)O,2,1150.15,0.3,2300.0,7.580575454631372,5.638272163982407,9.522878745280337,2.746831655877658,7.58,B,CHEMBL880567;CHEMBL913151,CHEMBL1139886;CHEMBL1141049,214.07,,,,,,,3.8846065812979305
CC(C)[C@H](N)C(=O)N1CCCC1,CHEMBL383705,,CC(C)[C@H](N)C(=O)N1CCCC1,3,4000.0,3000.0,5400.0,5.3979400086720375,5.267606240177031,5.522878745280337,0.12764575392931912,5.4,B,CHEMBL666573;CHEMBL862302;CHEMBL938686,CHEMBL1135386;CHEMBL1139650;CHEMBL1154997,170.26,0.59,2.0,1.0,46.33,2.0,0.0,0.25527250510330646
CC(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,CHEMBL67279,TALABOSTAT,CC(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,10,11.85,0.1,1200.0,8.21356419889976,5.920818753952375,10.0,1.4034251959548296,8.215,B,CHEMBL1768625;CHEMBL1768626;CHEMBL2026783;CHEMBL2346132;CHEMBL3706075;CHEMBL5737203;CHEMBL665783;CHEMBL902269;CHEMBL913151;CHEMBL913152,CHEMBL1129318;CHEMBL1138385;CHEMBL1139886;CHEMBL1765065;CHEMBL2021822;CHEMBL2331146;CHEMBL3638744;CHEMBL5728672,214.07,,,,,,,4.079181246047625
CC(C)[C@H](N)C(=O)N[C@@H](C)B(O)O,CHEMBL365322,,CC(C)[C@H](N)C(=O)N[C@@H](C)B(O)O,3,3.5,0.89,9.0,8.455931955649724,8.045757490560675,9.050609993355087,0.5052414625226879,8.46,B,CHEMBL3706075;CHEMBL881764,CHEMBL1141052;CHEMBL3638744,188.04,,,,,,,1.004852502794412
CC(C)[C@H](N)C(=S)N1CCC[C@H]1B(O)O,CHEMBL3686736,,CC(C)[C@H](N)C(=S)N1CCC[C@H]1B(O)O,3,800.0,44.0,5900.0,6.096910013008056,5.229147988357855,7.356547323513812,1.0696981674492105,6.1,B,CHEMBL3706075;CHEMBL5737203,CHEMBL3638744;CHEMBL5728672,230.14,,,,,,,2.127399335155957
CC(C)[C@H](N)C(=S)N[C@@H](C)B(O)O,CHEMBL3686734,,CC(C)[C@H](N)C(=S)N[C@@H](C)B(O)O,2,146.5,73.0,220.0,6.897127229528669,6.657577319177793,7.136677139879544,0.3387747320834673,6.9,B,CHEMBL3706075,CHEMBL3638744,204.1,,,,,,,0.4790998207017507
CC(C)c1nsc(N2CCN(C(=O)[C@@H]3CN[C@H](C(=O)N4CCCC4)C3)CC2)n1,CHEMBL402645,,CC(C)c1nsc(N2CCN(C(=O)[C@@H]3CN[C@H](C(=O)N4CCCC4)C3)CC2)n1,2,101.0,52.0,150.0,7.05395269865476,6.823908740944319,7.2839966563652006,0.3253312849360883,7.050000000000001,B,CHEMBL932061;CHEMBL932062,CHEMBL1143182,406.56,0.91,7.0,1.0,81.67,4.0,0.0,0.4600879154208819
CC1(S(=O)(=O)n2cc3c(n2)CN([C@H]2CCO[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C2)C3)CC1,CHEMBL3654425,,CC1(S(=O)(=O)n2cc3c(n2)CN([C@H]2CCO[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C2)C3)CC1,2,8.3,4.0,12.6,8.148784731777237,7.899629454882437,8.397940008672037,0.35235877172145064,8.15,B,CHEMBL3706292,CHEMBL3639172,470.52,2.59,7.0,1.0,90.45,4.0,0.0,0.4983105537896009
CC1c2nc(C(C)(C)C)n(C)c2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,CHEMBL250283,,CC1c2nc(C(C)(C)C)n(C)c2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,2,500.0,370.0,630.0,6.316228863239711,6.200659450546418,6.431798275933005,0.16343983082634908,6.3149999999999995,B,CHEMBL924146,CHEMBL1140494,422.5,3.54,4.0,1.0,64.15,4.0,0.0,0.23113882538658714
CC1c2nc(C(F)(F)F)n(C)c2CCN1C(=O)C[C@H](N)Cc1cc(F)ccc1F,CHEMBL250006,,CC1c2nc(C(F)(F)F)n(C)c2CCN1C(=O)C[C@H](N)Cc1cc(F)ccc1F,2,127.5,65.0,190.0,6.954166521202158,6.721246399047171,7.187086643357144,0.32939879570118,6.955,B,CHEMBL924146,CHEMBL1140494,416.39,3.12,4.0,1.0,64.15,4.0,0.0,0.4658402443099732
CC1c2nc(C3CC3)n(C)c2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,CHEMBL1204389;CHEMBL400911,,CC1c2nc(C3CC3)n(C)c2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F;CC1c2nc(C3CC3)n(C)c2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F.Cl,2,370.0,250.0,490.0,6.455931955649724,6.309803919971486,6.6020599913279625,0.20665624989910394,6.455,B,CHEMBL924146,CHEMBL1140494,406.45,3.12,4.0,1.0,64.15,5.0,0.0,0.29225607135647635
CC1c2nnc(C(F)(F)F)n2C(C)CN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,CHEMBL536089,,CC1c2nnc(C(F)(F)F)n2C(C)CN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F.Cl,2,55.5,11.0,100.0,7.479303657420887,7.0,7.958607314841775,0.6778377328196467,7.48,B,CHEMBL944056,CHEMBL1140747,435.37,3.14,5.0,1.0,77.04,4.0,0.0,0.9586073148417746
CCC1c2nc(C(F)(F)F)n(C)c2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,CHEMBL250204,,CCC1c2nc(C(F)(F)F)n(C)c2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,2,335.0,60.0,610.0,6.7182594573027945,6.214670164989233,7.221848749616356,0.7121828070557079,6.715,B,CHEMBL924146,CHEMBL1140494,448.41,3.65,4.0,1.0,64.15,5.0,0.0,1.0071785846271233
CCC1c2nnc(C(F)(F)F)n2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,CHEMBL556606,,CCC1c2nnc(C(F)(F)F)n2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F.Cl,2,59.0,5.0,113.0,7.623975776090281,6.94692155651658,8.301029995663981,0.9574992597830588,7.625,B,CHEMBL944056,CHEMBL1140747,435.37,2.97,5.0,1.0,77.04,5.0,0.0,1.3541084391474012
CCCCCCCC[S+](CCCCCCCC)Cc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2,CHEMBL67680,,CCCCCCCC[S+](CCCCCCCC)Cc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2.O=C(O)C(F)(F)F.O=C([O-])C(F)(F)F,2,330.0,30.0,630.0,6.861769097913378,6.200659450546418,7.522878745280337,0.9349502295220489,6.859999999999999,B,CHEMBL664926;CHEMBL664927,CHEMBL1131574,730.05,4.93,6.0,5.0,162.73,16.0,1.0,1.3222192947339195
CCCC[S+](CCCC)Cc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2,CHEMBL67679,,CCCC[S+](CCCC)Cc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2.O=C(O)C(F)(F)F.O=C([O-])C(F)(F)F,2,295.0,20.0,570.0,6.971547574331764,6.2441251443275085,7.698970004336019,1.028730666086411,6.970000000000001,B,CHEMBL664926;CHEMBL664927,CHEMBL1131574,617.84,1.81,6.0,5.0,162.73,8.0,1.0,1.4548448600085102
CCC[C@H](N)C(=O)N1CCC[C@H]1B(O)O,CHEMBL3686745,,CCC[C@H](N)C(=O)N1CCC[C@H]1B(O)O,2,3702.25,4.5,7400.0,6.73877788324684,5.130768280269024,8.346787486224656,2.2740689889574037,6.74,B,CHEMBL3706075,CHEMBL3638744,214.07,,,,,,,3.2160192059556323
CCC[C@H](N)C(=S)N1CCC[C@H]1B(O)O,CHEMBL3686746,,CCC[C@H](N)C(=S)N1CCC[C@H]1B(O)O,2,9500.8,1.6,19000.0,6.758563208195623,4.721246399047171,8.795880017344075,2.881201062348419,6.76,B,CHEMBL3706075,CHEMBL3638744,230.14,,,,,,,4.074633618296904
CCCc1nsc(N2CCN(C(=O)[C@@H]3CN[C@H](C(=O)N4CCCC4)C3)CC2)n1,CHEMBL437592,,CCCc1nsc(N2CCN(C(=O)[C@@H]3CN[C@H](C(=O)N4CCCC4)C3)CC2)n1,2,53.5,21.0,86.0,7.371641127011257,7.0655015487564325,7.6777807052660805,0.4329467435471518,7.375,B,CHEMBL932061;CHEMBL932062,CHEMBL1143182,406.56,0.74,7.0,1.0,81.67,5.0,0.0,0.6122791565096479
CCOC(=O)CNC(=O)c1ccc(OP(=O)(Oc2ccc(C(=O)NCC(=O)OCC)cc2)C2CCCN2C(=O)C2CCCN2)cc1,CHEMBL235766;CHEMBL274829,,CCOC(=O)CNC(=O)c1ccc(OP(=O)(Oc2ccc(C(=O)NCC(=O)OCC)cc2)C2CCCN2C(=O)C2CCCN2)cc1;CCOC(=O)CNC(=O)c1ccc(OP(=O)(Oc2ccc(C(=O)NCC(=O)OCC)cc2)C2CCCN2C(=O)C2CCCN2)cc1.Cl,2,18.5,14.0,23.0,7.746072064152084,7.638272163982407,7.853871964321762,0.15245208084242357,7.744999999999999,B,CHEMBL666617;CHEMBL901594,CHEMBL1132608;CHEMBL1138263,658.64,2.62,11.0,3.0,178.67,14.0,2.0,0.21559980033935489
CC[C@H](C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,CHEMBL1790483,,CC[C@H](C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,2,612.5,25.0,1200.0,6.761439372640169,5.920818753952375,7.6020599913279625,1.18881707975874,6.76,B,CHEMBL5737203;CHEMBL665783,CHEMBL1129318;CHEMBL5728672,228.1,,,,,,,1.6812412373755876
CC[C@H](C)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)[C@@H](C)CC,CHEMBL214381,DIPROTIN A,CC[C@H](C)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)[C@@H](C)CC,3,3000.0,2530.0,4210.0,5.522878745280337,5.375717904164332,5.596879478824182,0.11257950067176355,5.52,B,CHEMBL1696535;CHEMBL3382310;CHEMBL4232373,CHEMBL1687705;CHEMBL3351808;CHEMBL4229387,341.45,0.97,4.0,3.0,112.73,8.0,0.0,0.22116157465984987
CC[C@H](C)[C@H](N)C(=O)N1CCSC1,CHEMBL98408,,CC[C@H](C)[C@H](N)C(=O)N1CCSC1,2,1040.0,420.0,1660.0,6.078321310781022,5.779891911959945,6.376750709602099,0.4220429032236166,6.08,B,CHEMBL664532;CHEMBL829475,CHEMBL1140240;CHEMBL1146708,202.32,0.89,3.0,1.0,46.33,3.0,0.0,0.5968587976421542
CC[C@H](C)[C@H](N)C(=O)N1Cc2ccccc2[C@H]1B(O)O,CHEMBL5790536,,CC[C@H](C)[C@H](N)C(=O)N1Cc2ccccc2[C@H]1B(O)O,2,11011.0,22.0,22000.0,6.157577319177793,4.657577319177793,7.657577319177793,2.1213203435596424,6.16,B,CHEMBL5737203;CHEMBL5738962,CHEMBL5728672;CHEMBL5729553,276.14,,,,,,,3.0
CC[C@H](N)C(=O)N1CCC[C@H]1B(O)O,CHEMBL66032,,CC[C@H](N)C(=O)N1CCC[C@H]1B(O)O,2,455.5,11.0,900.0,7.002182402701225,6.045757490560675,7.958607314841775,1.3525890821406614,7.005,B,CHEMBL5737203;CHEMBL665783,CHEMBL1129318;CHEMBL5728672,200.05,,,,,,,1.9128498242810998
CCc1nsc(N2CCN(C(=O)[C@@H]3CN[C@H](C(=O)N4CCCC4)C3)CC2)n1,CHEMBL271444,,CCc1nsc(N2CCN(C(=O)[C@@H]3CN[C@H](C(=O)N4CCCC4)C3)CC2)n1,2,64.5,37.0,92.0,7.234005224293725,7.036212172654444,7.431798275933005,0.27972161617143215,7.234999999999999,B,CHEMBL932061;CHEMBL932062,CHEMBL1143182,392.53,0.35,7.0,1.0,81.67,4.0,0.0,0.3955861032785606
CN(C)C(=O)CC1c2nnc(C(F)(F)F)n2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,CHEMBL556979,,CN(C)C(=O)CC1c2nnc(C(F)(F)F)n2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F.Cl,2,189.9,2.8,377.0,7.488250309225994,6.423658649794207,8.55284196865778,1.5055599631577117,7.485,B,CHEMBL944056,CHEMBL1140747,492.42,2.04,6.0,1.0,97.35,6.0,0.0,2.129183318863573
CN(C)C(=O)[C@@H](C1CCC(N(C)C(=O)c2cccc(F)c2)CC1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL246374,,CN(C)C(=O)[C@@H](C1CCC(N(C)C(=O)c2cccc(F)c2)CC1)[C@H](N)C(=O)N1CC[C@H](F)C1.Cl,2,112.0,24.0,200.0,7.159379381312206,6.698970004336019,7.619788758288394,0.6511171851634713,7.16,B,CHEMBL887122;CHEMBL887126,CHEMBL1139199,464.56,2.06,4.0,1.0,86.95,6.0,0.0,0.9208187539523749
